"time","Are.N","Ace.N","Are.S","Ace.S","S","RelPrice_N","RelLabor_N","Labor.re_N","Price.re_N","Agg.demand.re.tech_N","Profits.re_N","Yre_N","sre_N","Labor.ce_N","Price.ce_N","Agg.demand.ce.tech_N","Profits.ce_N","Yce_N","sce_N","Y_N","RelPrice_S","RelLabor_S","Labor.re_S","Price.re_S","Agg.demand.re.tech_S","Profits.re_S","Yre_S","sre_S","Labor.ce_S","Price.ce_S","Agg.demand.ce.tech_S","Profits.ce_S","Yce_S","sce_S","Y_S","Delta.Temp","Gamma.re.t_N","Gamma.re.t_S","Gamma.ce.t_N","Gamma.ce.t_S","L_N","L_S","Consumption_N","Consumption_S","Utility.Consumer_N","Utility.Consumer_S","CO2.Concentration","Cost.S.Damage","policy.status","Policy.Start.Time","ce.tax_N","RD.subsidy_N","RD.subsidy.GF_N","Tec.subsidy_N","Tec.subsidy.GF_N","ce.tax_S","RD.subsidy_S","Tec.subsidy_S","dS.lag","Budget.function.N","Budget.function.S","Run.ID","Policy.Duration","Budget.N","Budget.S"
2062,183.129637485806,373.795918859846,32.2307093845117,146.491718598718,696.458973128668,1.60759438424365,1.17704477634032,0.540661721399672,1.6894463129233,219.844650036408,2.91645912738299,128.826942810301,0.705221942862093,0.459338278600328,1.05091578415669,184.909026326723,2.04416928604192,175.950375010405,0.294778057137907,370.535744179815,2.70673941668859,0.0381758996171007,0.147088367707941,2.7301880773934,23.0967469137255,0.153200722278741,7.99447701577726,0.00209248381541349,3.85291163229206,1.00866306544333,571.73311048035,6.32050953636027,566.822688435669,0.997907516184587,593.455832228182,3.65780336804611,0.6,0.6,0.35,0.35,1,4,326.45806882387,132.169715189492,0.948200336285236,0.943712667825847,601.757026871332,0.95447106736104,1,9.9,0.5,2,0,0.01,0,0.05,0.5,0.055,-6.11838432904131,90.2707962545496,28.3972506509515,3003,295,1681.90103427283,3111.86015901158
2067,191.194968329588,383.123240388046,32.2469228306142,154.459294579343,664.477382070648,1.58784161501269,1.22909523733267,0.551387494238874,1.67204319774778,230.490600593968,3.05768830747959,136.471171854526,0.732097404533132,0.448612505761126,1.05302895574658,185.653387676636,2.05239820076521,176.304162068374,0.267902595466868,380.587901262312,2.80356585413419,0.0337570260791658,0.130618802010757,2.82506867108117,21.5943702048634,0.143235457568859,7.22342789486466,0.00144284484257157,3.86938119798924,1.00766980982996,604.516517412964,6.68293010000032,599.915281291373,0.998557155157428,624.825889970281,3.91656496841986,0.6,0.6,0.35,0.35,1,4,335.269820939644,139.160603577175,0.943522617466224,0.939311076357533,633.738617929352,0.944652187791796,1,9.9,0.5,2,0,0.01,0,0.05,0.5,0.055,-6.51468536476817,90.5372307026181,30.0487412377832,3003,295,1681.90103427283,3111.86015901158
2072,199.961151354579,391.693824850976,32.2587070766694,162.46530779652,630.548535402066,1.56386891989819,1.29631171413119,0.564519052946454,1.65104250215521,242.187200014461,3.21285539539184,145.220566824498,0.762806249261442,0.435480947053546,1.05574225636679,184.959624603109,2.04472864998737,175.193920189977,0.237193750738558,390.209147248351,2.89940352713094,0.0300103821470874,0.116543998651858,2.91919408306553,20.2408225584528,0.134257376030217,6.55234861864733,0.000994956170816464,3.88345600134814,1.00682573355154,637.36533656884,7.04607379576853,633.044344546655,0.999005043829184,656.401426783635,4.17717950778105,0.6,0.6,0.35,0.35,1,4,343.692858047498,146.197029013668,0.938855197450298,0.934886868140663,667.667464597934,0.932817145593443,1,9.9,0.5,2,0,0.01,0,0.05,0.5,0.055,-6.90088244174419,90.0741668438108,31.7022819630514,3003,295,1681.90103427283,3111.86015901158
2077,209.534905202568,399.326053798911,32.2672927415765,170.477923336231,594.734907229533,1.53534989195839,1.38256289148552,0.580283902022623,1.62624043300866,255.04256291795,3.38339463966953,155.261259137213,0.796484022977636,0.419716097977377,1.05919858497813,182.62614948205,2.01893208252407,172.419178114575,0.203515977022364,399.325168577021,2.9939135811804,0.0268234375884786,0.104490944037951,3.01219548392073,19.0222155830201,0.126174355962173,5.96773809067535,0.000687030951863222,3.89550905596205,1.00610635619386,670.159954952053,7.40861830199495,666.092556543716,0.999312969048137,688.049745216967,4.43827931551618,0.6,0.6,0.35,0.35,1,4,351.663045796661,153.249451711424,0.934196518663215,0.930440073531391,703.481092770466,0.918446102408714,1,9.9,0.5,2,0,0.01,0,0.05,0.5,0.055,-7.27358822189647,88.7797369635612,33.3520060687141,3003,295,1681.90103427283,3111.86015901158
2082,220.022250249313,405.879240804771,32.273572845524,178.4611421137,557.113900497578,1.50221769454893,1.4922638196478,0.598758368950958,1.59769004931776,269.124371252876,3.57020390904065,166.761461432472,0.831516317747887,0.401241631049042,1.06355427386807,178.542911804449,1.97379188999818,167.873813486828,0.168483682252113,407.92446848714,3.08673419538839,0.0241048553539205,0.094149950477835,3.10368555993457,17.9259396226982,0.118902757517357,5.45803130385635,0.000475747269237296,3.90585004952217,1.00549168262415,702.763517753059,7.76905068876007,698.925242145192,0.999524252730763,719.622114011214,4.69861279278584,0.6,0.6,0.35,0.35,1,4,359.173501362198,160.284758025748,0.929544416771413,0.925968278293498,741.102099502422,0.900770051276776,1,9.9,0.5,2,0,0.01,0,0.05,0.5,0.055,-7.63004374416405,86.5982435225694,34.991174219777,3003,295,1681.90103427283,3111.86015901158
2087,231.51762868911,411.285096209813,32.2781920778777,186.376805863765,517.772652078723,1.46475193930485,1.63018307505741,0.619798329065678,1.56577275531534,284.438906307717,3.77336653107817,179.843796801745,0.865733240166237,0.380201670934322,1.0689678663668,172.737971307132,1.90961827280035,161.593230949246,0.134266759833763,416.084185957374,3.17750235378032,0.0217796683645327,0.085261701867266,3.19327931925083,16.9404343673412,0.112365901158574,5.01325091752175,0.000330890808615446,3.91473829813273,1.00496520968796,735.030038529283,8.12575707594123,731.398491652767,0.999669109191385,750.96166122011,4.95707911825041,0.6,0.6,0.35,0.35,1,4,366.297623985116,167.268019180417,0.92489529601431,0.921464909093349,780.443347921277,0.878560647299577,1,9.9,0.5,2,0,0.01,0,0.05,0.5,0.055,-7.96870047310775,83.5436539972116,36.6125818944348,3003,295,1681.90103427283,3111.86015901158
2092,244.094612646227,415.565793227238,32.2816136646567,194.187456978072,476.800518316298,1.42358788899,1.8012154750277,0.643012110665955,1.53119323027404,300.923539541029,3.99205167555128,194.563493526091,0.896932455568202,0.356987889334044,1.07558742394218,165.396260622865,1.82845566118577,153.772958795543,0.103067544431798,423.978008627848,3.26588340305331,0.019785611663103,0.0776069457612211,3.28062286393843,16.0549445908857,0.106492447471345,4.6247079495669,0.000231509549332938,3.92239305423878,1.0045131620043,766.815951749432,8.47715034658997,763.370735948755,0.999768490450667,781.914696053371,5.21276281084781,0.6,0.6,0.35,0.35,1,4,373.19578239,174.165013860478,0.920241841738477,0.916914771337313,821.415481683702,0.849638894668566,1,9.9,0.5,2,0,0.01,0,0.05,0.5,0.055,-8.2896081808559,79.7090567931714,38.209139014354,3003,295,1681.90103427283,3111.86015901158
2097,257.802732096372,418.827578158926,32.2841691959217,201.859332622191,434.281050406741,1.37962358482925,2.01024287032137,0.667800890798807,1.49487964955882,318.460415553315,4.22469587273027,210.903808537916,0.923500589831407,0.332199109201193,1.08354167469806,156.83468701838,1.73380746498819,144.742644127725,0.0764994101685932,431.858268701964,3.35159993336916,0.0180704613252555,0.0709988630913919,3.36542171177695,15.2593508775523,0.101215274370804,4.2847784956118,0.000163164558979303,3.92900113690861,1.00412393444402,797.992166316929,8.82180339863365,794.714814520158,0.999836835441021,812.3426024819,5.46495621479121,0.6,0.6,0.35,0.35,1,4,380.098632031906,180.944878064855,0.915565891291781,0.91228005882993,863.934949593259,0.809475846684915,1,9.9,0.5,2,0,0.01,0,0.05,0.5,0.055,-8.59437717808863,75.2540762014989,39.7744740089751,3003,295,1681.90103427283,3111.86015901158
2102,272.671961348711,421.231940357184,32.2860954673011,209.364636866012,390.285674343492,1.33385849369567,2.26217662537847,0.693456205828836,1.45782557648356,336.907609922394,4.46941635323048,228.791797320295,0.944770846763679,0.306543794171164,1.09293870629742,147.441419949853,1.62996489754563,134.903649308336,0.0552291532363208,440.01859095736,3.43445099434761,0.0165901843623049,0.065277767255688,3.44745967932675,14.5441172090266,0.0964711294474731,3.98675895905306,0.000115968193591017,3.93472223274431,1.00378770435232,828.45316618414,9.15854975216567,825.327071244297,0.999884031806409,842.130890023732,5.71316066507109,0.6,0.6,0.35,0.35,1,4,387.272981604272,187.582121465554,0.910806668150045,0.907436704708188,907.930325656508,0.74551671067601,1,9.9,0.5,2,0,0.01,0,0.05,0.5,0.055,-8.88572529769502,70.3742066855676,41.3033892760344,3003,295,1681.90103427283,3111.86015901158
2107,288.722243140449,422.95816303881,32.2875617602812,216.682566675971,344.870439033866,1.28723285718671,2.56218660850634,0.7192735502368,1.42094007348779,356.134450532366,4.72447962076237,248.12665404082,0.960956082252465,0.2807264497632,1.10387181740629,137.606333924514,1.5212380215355,124.657892116351,0.0390439177475352,448.753649190139,3.51431705496005,0.0153076511110291,0.0603074392053612,3.52660367649501,13.9003364701147,0.0922009318062707,3.72477861683445,8.31877299055143e-05,3.93969256079464,1.00349616194066,858.121070893368,9.48652843872619,855.13139306268,0.999916812270094,871.193296674526,5.95706581985789,0.6,0.6,0.35,0.35,1,4,394.985277762785,194.057541353161,0.90538899974479,0.901219326558625,953.345560966134,0.571727498449409,1,9.9,0.5,2,0,0.01,0,0.05,0.5,0.055,-9.16682237973514,65.2656834651191,42.7920638354452,3003,295,1681.90103427283,3111.86015901158
2112,305.973169100703,424.173619882924,32.2886892875457,223.799104730107,298.075917239538,1.24052643248765,2.91601388268473,0.744638290374389,1.38495816899513,376.047608491603,4.9886475742496,268.807492342388,0.972807819237539,0.255361709625611,1.11642777834073,127.669876545282,1.41139048520809,114.355696823514,0.0271921807624611,458.331383464028,3.59115217945325,0.0141916703082347,0.0559723402339581,3.60279579886092,13.3198173017798,0.0883503481627057,3.4937387664773,6.02574690153763e-05,3.94402765976604,1.00324230743389,886.944741302102,9.80517411509474,884.078287697759,0.999939742530985,899.47097599748,6,0.6,0.6,0.35,0.35,1,4,403.476549343511,200.358041391379,-100,-100,1000.14008276046,0,1,9.9,0.5,2,0,0.01,0,0.05,0.5,0.055,-9.44069176429993,60.0996573774937,44.2380079033219,3003,295,1681.90103427283,3111.86015901158
2117,324.450845922194,425.017819380254,32.2895652463313,230.706047559098,249.929139245015,1.19432528530095,3.33028553837221,0.769068346385327,1.35041624373251,396.60329986444,5.26133937600166,290.752772478919,0.981256119066728,0.230931653614673,1.13069384057479,117.898979634554,1.30337321986,104.271355696623,0.0187438809332716,468.981356533996,3.66496929339177,0.0132161711692708,0.0521751292382911,3.67603851577243,12.7951534629354,0.0848702529196503,3.28925281130608,4.40869232105284e-05,3.94782487076171,1.00302027697766,914.895839922831,10.1141735103469,912.140921696649,0.999955913076789,926.928622443329,6,0.6,0.6,0.35,0.35,1,4,412.952058296555,206.475768315905,-100,-100,1048.28686075498,0,1,9.9,0.5,2,0,0.01,0,0.05,0.5,0.055,-9.70988389879162,55.0100292397237,45.6398653401688,3003,295,1681.90103427283,3111.86015901158
2122,344.191313189309,425.598614673551,32.290252746243,237.399743929405,200.446412829726,1.14903647588213,3.81278495732499,0.792220095253162,1.31767088754498,417.807988145749,5.54264077074151,313.90987853951,0.987173586436776,0.207779904746838,1.14676158259762,108.484982209563,1.19930147832672,94.601165452217,0.0128264135632242,480.895376923873,3.73582388120407,0.0123594591609722,0.0488342714601214,3.74637826327409,12.3197488283877,0.0817168939786954,3.10757799257885,3.25828306970454e-05,3.95116572853988,1.00282518191586,941.963761617431,10.4134093846807,939.310039879377,0.999967417169303,953.549425354358,6,0.6,0.6,0.35,0.35,1,4,423.582072452179,212.406987766702,-100,-100,1097.76958717027,0,1,9.9,0.5,2,0,0.01,0,0.05,0.5,0.055,-9.97636797190846,50.0924043585299,46.9971599806044,3003,295,1681.90103427283,3111.86015901158
2127,365.241454079674,425.995399720618,32.2907977894477,243.879885202614,149.636175602538,1.10492362894463,4.37268056092201,0.813873170261887,1.28693529130215,439.712597937762,5.83322732424235,338.257467100714,0.991273826419291,0.186126829738113,1.16472782153403,99.5534583177042,1.10056348170222,85.4735814471962,0.00872617358070937,494.234171756987,3.80379957386883,0.0116035307304261,0.0458817328249055,3.81389089817205,11.8877963867317,0.0788517534331914,2.94553983986426,2.43232058803595e-05,3.95411826717509,1.00265295899725,968.150802238528,10.7029071187469,965.589133858217,0.99997567679412,979.33021769709,6,0.6,0.6,0.35,0.35,1,4,435.508098230767,218.1510035767,-100,-100,1148.57982439746,0,1,9.9,0.5,2,0,0.01,0,0.05,0.5,0.055,-10.2415556480927,45.4090639235363,48.310054237657,3003,295,1681.90103427283,3111.86015901158
2132,387.658599313775,426.264854984747,32.2912341709622,250.148503568863,97.5014589256361,1.06214493991955,5.02073639550099,0.83390736044394,1.25831633856847,462.404357052698,6.1342562006611,363.803838073793,0.994096472883293,0.16609263955606,1.18469362445373,91.1779224044468,1.00797193218116,76.9632928905901,0.00590352711670705,509.135548853837,3.86899692406315,0.0109334569745446,0.0432608373938499,3.87867032350848,11.4942239249127,0.0762411872939458,2.80045497633765,1.83373996355677e-05,3.95673916260615,1.00250023446262,993.468180679874,10.982790737416,990.990472149274,0.999981662600364,1004.27744690964,6,0.6,0.6,0.35,0.35,1,4,448.850438620954,223.709260262045,-100,-100,1200.71454107436,0,1,9.9,0.5,2,0,0.01,0,0.05,0.5,0.055,-10.5063950007428,40.995898723619,49.5791506506974,3003,295,1681.90103427283,3111.86015901158
2137,411.509683006545,426.446723567507,32.2915869236671,256.209208789772,44.0418413312343,1.02078523298211,5.76952872641158,0.852279229409507,1.23184525369145,485.998621975396,6.4472577191256,390.583666506668,0.996031329174818,0.147720770590493,1.20676241572652,83.3930566205693,0.921910240940393,69.1047844495249,0.00396867082518226,525.721781895227,3.93152534091398,0.0103368465279532,0.0409243573110335,3.94082027224444,11.1346216695173,0.0738559455339082,2.67005769123824,1.3958699433811e-05,3.95907564268897,1.00236420486312,1017.93302717994,11.2532496154742,1015.53210124752,0.999986041300566,1028.40409506207,6,0.6,0.6,0.35,0.35,1,4,463.715028096127,229.084657025591,-100,-100,1254.17415866877,0,1,9.9,0.5,2,0,0.01,0,0.05,0.5,0.055,-10.7714756721456,36.869103998203,50.8053418939961,3003,295,1681.90103427283,3111.86015901158
2142,436.870407204188,426.568603034496,32.2918747452051,262.066635776477,-10.745084580703,0.980880064385418,6.63368718059663,0.86900170568401,1.20750050907564,510.631703855175,6.77404018334275,418.654388148962,0.997352755272717,0.13099829431599,1.23103787396496,76.2057922018501,0.842455032791453,61.9036942839169,0.00264724472728317,544.105503584366,3.99149761951641,0.00980339010306366,0.0388328666714541,4.00044869479681,10.8051639869248,0.071670652725272,2.55243367598357,1.07258415565031e-05,3.96116713332855,1.00224253554271,1041.56621947064,11.5145145562479,1039.23569648402,0.999989274158444,1051.72744129705,6,0.6,0.6,0.35,0.35,1,4,480.198900263756,234.281049409631,-100,-100,1308.9610845807,0,1,9.9,0.5,2,0,0.01,0,0.05,0.5,0.055,-11.0371202356892,33.0307913865316,51.9897032262573,3003,295,1681.90103427283,3111.86015901158
2147,463.824599675383,426.649566409046,32.2921117185325,267.726056151186,-66.8626514294949,0.94243272786123,7.63017340041299,0.884127473041023,1.18522415196239,536.454988813041,7.1166118815938,448.092825349179,0.998251313067952,0.115872526958977,1.25762202109869,69.6039802838773,0.769472002038263,55.345707308043,0.00174868693204755,564.39414426558,4.04902638595144,0.00932448214405356,0.0369533576526196,4.05766407687441,10.5025330177032,0.0696633015064256,2.44596238468677,8.31718974572751e-06,3.96304664234738,1.00213327602728,1064.39087430275,11.7668411154169,1062.12506835646,0.999991682810254,1074.26748148374,6,0.6,0.6,0.35,0.35,1,4,498.394322530926,239.302897356636,-100,-100,1365.07865142949,0,1,9.9,0.5,2,0,0.01,0,0.05,0.5,0.055,-11.3034609844388,29.4733827380587,53.1334176931259,3003,295,1681.90103427283,3111.86015901158
2152,492.463802597498,426.702768938665,32.2923085401932,273.193109620333,-124.314375483041,0.905425835677132,8.77860638530933,0.89773593898796,1.16493328232814,563.630331887682,7.47711998282199,478.992262504203,0.998858684405297,0.10226406101204,1.28661369758346,63.5629397284047,0.702688298697514,49.4032823121578,0.00114131559470299,586.693206155898,4.10422187794889,0.00889291081704444,0.0352580961634177,4.11257310970866,10.2238484574089,0.0678147868179933,2.34926809433325,6.50662345993796e-06,3.96474190383658,1.0020347905177,1086.43131490016,12.0104981862212,1084.22514385839,0.99999349337654,1096.04582959403,6,0.6,0.6,0.35,0.35,1,4,518.391858876906,244.155020576098,-100,-100,1422.53037548304,0,1,9.9,0.5,2,0,0.01,0,0.05,0.5,0.055,-11.5704983548407,26.182929777562,54.2377250757329,3003,295,1681.90103427283,3111.86015901158
2157,522.887072987146,426.73727020137,32.2924734010232,278.473620649144,-183.103460780032,0.869829039925137,10.1016427602855,0.909923240947966,1.14652819190824,592.326598653007,7.85780465773079,511.460020612741,0.999265846981936,0.0900767590520341,1.31810751226116,58.0502940543406,0.641746000770735,44.0406366812655,0.000734153018063788,611.108683996728,4.15719063173023,0.00850260602308025,0.0337236848860881,4.16527928284867,9.96660519845857,0.0661084922813757,2.26117896855694,5.13383842007727e-06,3.96627631511391,1.00194570127641,1107.71237512088,12.2457603069614,1105.56128312116,0.99999486616158,1117.08496318853,6,0.6,0.6,0.35,0.35,1,4,540.282640380898,248.84243055794,-100,-100,1481.31946078003,0,1,9.9,0.5,2,0,0.01,0,0.05,0.5,0.055,-11.8381464003183,23.14156692275,55.3038876101142,3003,295,1681.90103427283,3111.86015901158
